,"Defoamer Flow ","DSCHPump Speed","SCRNPump Speed","2POWPump Speed","Tank level","Production1st Stage","Production2nd Stage","Production1st POW","Production2nd POW(tpd)","Speed1st Stage","Speed2nd Stage","Speed1st POW","Speed2nd POW","Pre O2Kappa","Post O2Kappa","CODPre","CODPost","1st StageSolids","ImpregSolids","ConsistancyDischarge","North DSCH(Softwood)","Screen Feed tank","Stock1POW","2POW FD","1st StageFiltrate Tk"
"8/19/10 8:00 PM",2.46,65,65,65,45.39,1596,1491,1524,1518,8,8,9,9,13.7,9.5,203.7,42.5,13.2,16.2,5,3,5.1,5,4.8,1.2
"8/19/10 7:00 PM",2.21,65,65,65,45.55,1647,1573,1620,1541,9,8,9,9,14,8.7,203.7,42.5,13.2,16.2,5.2,3,5.3,5.2,4.9,1.5
"8/19/10 6:00 PM",1.97,65,65,65,45.7,1598,1530,1510,1307,9,8,11,8,13.4,8.4,203.7,42.5,13.2,16.2,5.1,3,5.3,4.7,4.4,1.5
"8/19/10 5:00 PM",1.84,65,65,65,45.85,795,1051,1398,1246,7,7,8,8,13.1,8.3,203.7,42.5,14.1,16.5,4.1,3,4.1,3.6,4,-0.3
"8/19/10 4:00 PM",1.82,65,65,65,45.98,1584,1455,1442,1298,8,8,8,8,13.3,8.2,203.7,42.5,14.1,16.5,3,5.2,4.7,3.6,4,1.6
"8/19/10 3:00 PM",1.73,65,65,65,46.1,1369,1190,1245,988,7,6,7,6,14.6,9.6,203.7,42.5,14.1,16.5,3,4.3,3.5,3.8,4.2,0.7
"8/19/10 2:00 PM",1.82,65,65,65,46.23,1514,1511,1533,1411,8,8,8,8,13.9,9.5,203.7,42.5,14.1,16.5,5,3,4.9,4.6,5,2.4
"8/19/10 1:00 PM",1.77,65,65,65,46.35,1427,1461,1464,1408,8,7,8,8,13.7,8.7,203.7,42.5,14,16.4,5.1,3,4.8,4.6,5,1.8
"8/19/10 12:00 PM",1.81,65,65,65,46.48,1445,1427,1466,1408,8,7,8,8,14.6,9.1,203.7,42.5,14,16.4,5,3,4.9,4.6,4.9,1.4
"8/19/10 11:00 AM",1.76,65,65,65,46.6,1477,1461,1441,1331,8,7,8,8,13.1,11.5,113.1,37.7,14,16.4,5.1,3,4.8,4.6,4.9,2
"8/19/10 10:00 AM",1.73,65,65,65,46.72,1446,1380,1409,1355,8,7,7,8,15.1,8.4,113.1,37.7,14,16.4,5.3,3,4.9,4.5,4.8,1.4
"8/19/10 9:00 AM",1.83,65,65,65,46.85,1477,1452,1442,0,8,7,8,12,13.6,8.2,113.1,37.7,13.8,17.1,5.2,3,5,4.6,2,2.3
"8/19/10 8:00 AM",1.75,65,65,65,46.97,1517,1398,1404,1345,8,7,8,8,14.3,7.2,113.1,37.7,13.8,17.1,5.1,3,4.9,5.1,5,0.5
"8/19/10 7:00 AM",1.66,65,65,65,47.1,1435,1020,941,1064,8,8,4,6,13.7,7.5,113.1,37.7,13.8,17.1,4.9,3,4.6,4.5,4.8,-0.6
"8/19/10 6:00 AM",1.48,65,65,65,47.22,1573,1435,1497,1512,8,7,9,8,13,7.3,113.1,37.7,13.8,17.1,4.3,3,4.6,5.1,4.9,-3.5
"8/19/10 5:00 AM",1.34,45,45,45,47.35,1534,1485,1452,1493,8,7,8,8,13.1,6.7,113.1,37.7,14.1,17.8,5.2,3,4.3,5,4.9,-3.6
"8/19/10 4:00 AM",1.13,45,45,45,47.48,1575,1473,1560,1503,8,7,9,8,12.4,7.5,113.1,37.7,14.1,17.8,4.8,3,4.2,5.1,5,-4
"8/19/10 3:00 AM",1.06,45,45,45,47.6,1556,1549,1485,1490,8,8,8,8,12.7,7.3,113.1,37.7,14.1,17.8,5.2,3,4.3,5.1,4.9,-4
"8/19/10 2:00 AM",1.44,45,45,45,47.73,1523,1503,1551,1570,8,8,9,9,12.4,7.4,113.1,37.7,14.1,17.8,5.1,3,4.2,5.2,5,-4
"8/19/10 1:00 AM",1.42,45,45,45,47.84,1543,1477,1434,1454,8,7,8,8,12.6,7.5,113.1,37.7,13.4,17.2,5.1,3,4.3,5.1,5,-3.9
"8/19/10 12:00 AM",1.42,45,45,45,47.94,1531,1486,1534,1403,8,7,9,8,12.7,8.4,113.1,37.7,13.4,17.2,5.3,3,4.2,5.3,4.9,-4
"8/18/10 11:00 PM",1.43,45,45,45,48.04,1568,1436,1402,1338,8,7,8,7,15.2,7.5,199,58.4,13.4,17.2,5.1,3,4.2,5.1,4.9,-4.1
"8/18/10 10:00 PM",1.49,45,45,45,48.14,1499,1511,1495,1480,8,8,9,8,13.2,7.4,199,58.4,13.4,17.2,5.2,3,4.4,5.1,4.9,-4
"8/18/10 9:00 PM",1.46,45,45,45,48.24,1522,1489,1557,1468,8,7,9,8,13.3,7.4,199,58.4,13.3,16.9,5,3,4.2,5.3,5,-3.7
"8/18/10 8:00 PM",1.37,45,45,45,48.33,1554,1518,1525,1488,8,7,9,8,13.2,7.1,199,58.4,13.3,16.9,5.1,3,4.3,5.2,5,-3.9
"8/18/10 7:00 PM",1.44,45,45,45,48.43,1650,1545,1628,1571,8,8,10,9,13.1,7.7,199,58.4,13.3,16.9,4.2,3,4.3,5.3,5.1,-3.9
"8/18/10 6:00 PM",1.37,45,45,45,48.53,1563,1428,1535,1599,8,10,9,9,13.6,8.3,199,58.4,13.3,16.9,4.1,3,4.1,5.1,5,-3.3
"8/18/10 5:00 PM",1.43,45,45,45,48.63,1491,1585,1615,1534,8,8,9,8,14.4,6.9,199,58.4,13,18,5.3,3,4.2,5.2,5,-4
"8/18/10 4:00 PM",1.42,45,45,45,48.72,1546,1483,1481,1492,8,7,8,8,12.3,7.1,199,58.4,13,18,5.1,3,4.3,5.1,4.9,-3.8
"8/18/10 3:00 PM",1.46,45,45,45,48.82,1461,1479,1482,1468,8,7,8,8,12,6.9,199,58.4,13,18,5.3,3,4.2,5.2,5,-3.8
"8/18/10 2:00 PM",1.44,45,45,45,48.92,1575,1467,1404,1425,8,7,8,8,12.6,7.8,199,58.4,13,18,5,3,4.3,5.2,5,-3.7
"8/18/10 1:00 PM",1.36,45,45,45,49.01,1578,1324,1419,1398,8,7,7,8,13.9,6.9,199,58.4,13.3,17.9,3.8,3,4.1,5.1,4.9,-2.9
"8/18/10 12:00 PM",1.45,45,45,45,49.11,1675,1543,1512,1435,8,8,8,8,13.7,6.7,199,58.4,13.3,17.9,3.8,3,4.3,5.2,4.9,-3
"8/18/10 11:00 AM",1.52,45,45,45,49.21,1553,1495,1492,1485,8,7,8,8,11.6,7.2,251.7,55.5,13.3,17.9,5.1,3,4.3,5.2,5,-3.2
"8/18/10 10:00 AM",1.81,45,45,45,49.31,1528,1455,1501,1513,8,7,8,8,12.5,6.9,251.7,55.5,13.3,17.9,4.6,3,4.2,5.2,5,-2.4
"8/18/10 9:00 AM",1.71,45,45,45,49.41,1505,1287,1335,1412,8,6,7,7,12.2,7.2,251.7,55.5,13,17.2,4.4,3,4.1,4.9,4.9,-3.4
"8/18/10 8:00 AM",1.68,45,45,45,49.52,1524,1441,1501,1533,8,7,8,8,12.5,8.2,251.7,55.5,13,17.2,5.1,3,4.3,5.1,4.9,-2.6
"8/18/10 7:00 AM",1.78,45,45,45,49.64,1495,1429,1512,1461,8,7,8,8,12.5,7.1,251.7,55.5,13,17.2,5,3,4.3,5.1,4.8,-2.9
"8/18/10 6:00 AM",1.9,45,45,45,49.75,1458,1357,1464,1550,8,7,8,8,11.4,7.1,251.7,55.5,13,17.2,5.3,3,4.2,5.1,4.7,-2.9
"8/18/10 5:00 AM",1.99,45,45,45,49.87,1622,1523,1493,1393,8,8,9,8,11.8,7.7,251.7,55.5,12.3,17.6,4.2,3,4.2,5.1,4.4,-1.5
"8/18/10 4:00 AM",1.94,45,45,45,49.98,1420,1425,1320,1231,8,6,8,8,11.7,9.7,251.7,55.5,12.3,17.6,4.8,3,3.8,4,4,-1.8
"8/18/10 3:00 AM",1.9,45,45,45,50.1,1284,1205,1334,1228,9,8,8,7,12.3,10.7,251.7,55.5,11.4,14.5,3.9,3,3.6,4.1,4.1,-1.9
"8/18/10 2:00 AM",1.76,58.04,58.04,58.04,50.21,1229,1069,1209,1096,9,8,7,7,13.4,10.6,251.7,55.5,11.4,14.5,4,3,4.8,3.9,3.9,-1.5
"8/18/10 1:00 AM",1.65,58.04,58.04,58.04,50.32,1212,1206,1303,1168,9,8,8,7,13.6,9.7,251.7,55.5,11.7,14.1,4.8,3,5,4,4,-2.3
"8/18/10 12:00 AM",1.48,58.04,58.04,58.04,50.42,1251,1138,1283,1167,9,8,7,7,12.9,8.8,251.7,55.5,11.7,14.1,4.1,3,4.8,3.9,4,-1.5
"8/17/10 11:00 PM",1.34,58.04,58.04,58.04,50.53,1168,1247,1238,1111,9,8,10,8,11.7,11.1,251.7,55.5,11.4,13.2,5.1,3,5,4.1,4.1,-0.9
"8/17/10 10:00 PM",1.03,62.68,62.68,62.68,50.63,1518,1470,1169,1067,10,8,10,12,14.3,11,251.7,55.5,11.4,13.2,4.5,3,5,4.1,4.2,-2.4
"8/17/10 9:00 PM",0.64,65,65,65,50.74,857,1321,1456,1115,12,9,10,12,13.8,8.6,251.7,55.5,13.7,16.1,4.9,3,4.2,4,3.9,-2.5
"8/17/10 8:00 PM",0.43,65,65,65,50.84,0,584,1075,692,14,11,12,14,13.1,9,251.7,55.5,13.7,16.1,3,3,2.5,4.1,2.6,-0.2
"8/17/10 7:00 PM",0.43,65,65,65,50.95,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-4.1
"8/17/10 6:00 PM",0.43,65,65,65,51.05,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-4.1
"8/17/10 5:00 PM",0.43,65,65,65,51.08,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 4:00 PM",0.43,65,65,65,51.03,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.2
"8/17/10 3:00 PM",0.43,65,65,65,50.98,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 2:00 PM",0.43,65,65,65,50.94,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.5
"8/17/10 1:00 PM",0.43,65,65,65,50.89,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.2
"8/17/10 12:00 PM",0.43,65,65,65,50.84,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.3
"8/17/10 11:00 AM",0.43,65,65,65,50.8,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 10:00 AM",0.64,65,65,65,50.75,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 9:00 AM",1.19,65,65,65,50.77,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 8:00 AM",1.48,65,65,65,50.85,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 7:00 AM",1.63,65,65,65,50.93,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-1.4
"8/17/10 6:00 AM",1.84,65,65,65,51.01,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-4.1
"8/17/10 5:00 AM",2.41,65,65,65,51.09,0,0,0,0,0,0,0,0,13.1,9,251.7,55.5,13.7,16.1,3,3,2,2,2,-4
"8/17/10 4:00 AM",2.85,65,65,65,51.16,0,0,1592,1540,0,8,10,8,12.7,9,251.7,55.5,13.7,16.1,3,3,3.5,5.2,5,-3.8
"8/17/10 3:00 AM",2.8,65,65,65,51.24,1560,1543,1685,1669,9,8,10,9,13,9.3,251.7,55.5,13.7,16.1,5.3,3,5.2,5.1,4.9,-0.6
"8/17/10 2:00 AM",2.78,65,65,65,51.32,1580,1601,1686,1666,9,8,10,9,12.8,8.3,251.7,55.5,13.7,16.1,5,3,5.2,5.2,4.9,-0.3
"8/17/10 1:00 AM",2.8,65,65,65,51.46,1584,1612,1627,1643,8,9,9,9,12.2,9.1,251.7,55.5,13.6,16.2,4.9,3,5.3,5.1,4.9,0.4
"8/17/10 12:00 AM",2.83,65,65,65,51.64,1574,1596,1605,1664,9,8,9,9,12.7,8.7,251.7,55.5,13.6,16.2,5,3,5.3,5.1,4.9,-0.2
"8/16/10 11:00 PM",2.84,65,65,65,51.83,1553,1611,1632,1689,8,9,10,9,12.3,8.1,251.7,55.5,13.6,16.2,5.1,3,5.2,5.1,4.9,0.4
"8/16/10 10:00 PM",2.81,65,65,65,52.02,1558,1587,1613,1675,8,8,10,9,12,8.9,251.7,55.5,13.6,16.2,5,3,5.2,5.1,5,-0.1
"8/16/10 9:00 PM",2.63,65,65,65,52.2,1587,1593,1560,1651,8,8,9,9,12.5,8,251.7,55.5,13.7,16.6,4.9,3,5.2,5.2,5.1,0
"8/16/10 8:00 PM",2.58,65,65,65,52.39,1591,1388,1458,1555,8,7,8,8,12.3,9.5,251.7,55.5,13.7,16.6,4.6,3,5,5.1,4.9,-0.9
"8/16/10 7:00 PM",2.36,65,65,65,52.58,1592,1416,1474,1629,8,7,8,9,13.3,9,251.7,55.5,13.7,16.6,4.7,3,5.1,5,4.9,-0.9
"8/16/10 6:00 PM",2,65,65,65,52.76,1613,1599,1575,1661,9,9,9,9,12.6,9,251.7,55.5,13.7,16.6,5,3,5.3,5.1,4.9,0.1
"8/16/10 5:00 PM",1.74,65,65,65,52.91,1611,1560,1402,1448,8,8,8,8,13,9,169.5,33.7,13.7,16.5,5.1,3,5.2,5.1,4.9,-0.6
"8/16/10 4:00 PM",1.64,65,65,65,53.03,1551,1234,1404,1276,8,6,8,7,13.4,9,169.5,33.7,13.7,16.5,4.5,3,5,4.9,4.7,-2
"8/16/10 3:00 PM",1.78,65,65,65,53.15,1567,1421,1513,1581,7,8,9,8,12.8,9.6,169.5,33.7,13.7,16.5,4,3,5.1,5.2,5,-0.9
"8/16/10 2:00 PM",1.66,65,65,65,53.27,1605,1422,1435,1667,8,8,9,9,13.2,8,169.5,33.7,13.7,16.5,4.8,3,5.2,5,5,-0.3
"8/16/10 1:00 PM",1.75,65,65,65,53.39,1531,1516,1527,1503,8,8,10,8,12.6,8.5,169.5,33.7,13.7,16.5,5.2,3,5.2,5.2,5,-0.2
"8/16/10 12:00 PM",1.88,65,65,65,53.51,1643,1390,1449,1637,7,7,9,9,12.7,7.4,169.5,33.7,13.7,16.5,4.5,3,5.2,5,5,-0.6
"8/16/10 11:00 AM",1.9,65,65,65,53.63,1580,1402,1496,1488,8,7,10,8,11.6,8.2,162,48,13.7,16.5,4.7,3,5.1,5.3,5,-1
"8/16/10 10:00 AM",2.33,65,65,65,53.75,1643,1387,1339,1415,8,7,8,8,12.1,9.5,162,48,13.7,16.5,4.8,3,5.3,5,4.9,1.2
"8/16/10 9:00 AM",2.28,65,65,65,53.89,1579,1479,1582,1653,7,8,11,9,13.4,8.2,162,48,13.6,16.6,4.2,3,5.2,5.2,5,1.9
"8/16/10 8:00 AM",2.3,65,65,65,54.04,1555,1364,1291,1230,8,7,8,7,13.3,8.9,162,48,13.6,16.6,5,3,5.1,5.3,5,-1.1
"8/16/10 7:00 AM",2.34,98,98,98,54.19,1585,1171,1234,1306,7,6,7,7,13,8.5,162,48,13.6,16.6,4.3,3,4.7,4.9,4.9,-1.4
"8/16/10 6:00 AM",2.42,65,65,65,54.35,0,0,0,0,0,0,0,0,13,8.9,162,48,13.6,16.6,3,3,2,3.4,2,-4.2
"8/16/10 5:00 AM",2.35,65,65,65,54.5,1520,1364,1338,1347,8,7,7,8,15.2,9.7,162,48,13.5,16.1,4.8,3,5.3,5.1,4.9,0.3
"8/16/10 4:00 AM",2.45,65,65,65,54.65,1557,1488,1485,1464,8,7,9,8,12.6,11.1,162,48,13.5,16.1,4.6,3,5.3,5.1,4.9,0
"8/16/10 3:00 AM",2.5,65,65,65,54.81,1506,1527,1544,1594,9,8,9,9,13.9,9.5,162,48,13.5,16.1,5.3,3,5.2,5.1,5,-1
"8/16/10 2:00 AM",2.66,65,65,65,54.96,1621,1633,1653,1693,9,9,10,10,12.8,9.8,162,48,13.5,16.1,5.1,3,5.2,5.1,5,0.3
"8/16/10 1:00 AM",2.74,65,65,65,55.14,1565,1603,1646,1622,9,8,10,9,13.3,9.6,162,48,13.8,16,5.1,3,5.2,5.1,4.9,0.4
"8/16/10 12:00 AM",2.7,65,65,65,55.32,1590,1578,1521,1552,9,9,9,9,13.1,9.9,162,48,13.8,16,5.2,3,5.3,5.1,5,0.5
"8/15/10 11:00 PM",2.57,65,65,65,55.51,1691,1626,1676,1617,8,8,10,9,13.2,9.8,246.7,53.2,13.8,16,3.9,3,5.2,5.1,4.9,0.4
"8/15/10 10:00 PM",2.6,65,65,65,55.7,1566,1614,1655,1617,9,9,10,9,13,9.8,246.7,53.2,13.8,16,5.3,3,5.2,5.1,4.9,-0.3
"8/15/10 9:00 PM",2.52,65,65,65,55.89,1600,1602,1639,1648,9,9,10,9,13.2,10.1,246.7,53.2,13.6,16.2,5.2,3,5.2,5.1,5,-0.2
"8/15/10 8:00 PM",2.47,65,65,65,56.08,1576,1615,1650,1605,9,8,10,9,13.4,9.3,246.7,53.2,13.6,16.2,5.1,3,5.3,5.2,4.9,-0.6
"8/15/10 7:00 PM",2.17,65,65,65,56.26,1607,1547,1579,1574,9,8,9,9,13.1,9.4,246.7,53.2,13.6,16.2,5,3,5.2,5.1,4.9,-1.2
"8/15/10 6:00 PM",1.96,65,65,65,56.45,1597,1605,1594,1508,9,8,9,8,13,10.2,246.7,53.2,13.6,16.2,5.2,3,5.2,5.3,5,-1.6
"8/15/10 5:00 PM",1.98,65,65,65,56.6,1506,1476,1402,1336,8,8,8,8,13.2,9.8,246.7,53.2,13.6,16.1,5,3,5.3,5.2,5.1,-1.4
"8/15/10 4:00 PM",1.92,65,65,65,56.73,679,1240,1582,1616,14,8,9,9,13.3,10.8,246.7,53.2,13.6,16.1,5,3,4.8,5.1,4.9,-2.7
"8/15/10 3:00 PM",1.82,65,65,65,56.87,1633,1622,1610,1670,9,9,10,10,14,11,246.7,53.2,13.6,16.1,5,3,5.2,5.1,4.9,-1
"8/15/10 2:00 PM",1.9,65,65,65,57,1552,1596,1639,1636,8,9,10,9,13.4,9.9,246.7,53.2,13.6,16.1,5.1,3,5.1,5.2,4.7,-0.9
"8/15/10 1:00 PM",1.91,65,65,65,57.14,1585,1611,1435,1446,8,8,9,8,13.2,10.1,246.7,53.2,13.9,16.4,5.1,3,5.2,5.1,4.7,-0.3
"8/15/10 12:00 PM",1.99,65,65,65,57.27,1533,1324,1188,1216,8,7,6,7,13.3,10.3,246.7,53.2,13.9,16.4,5.2,3,5.2,5,4.6,-0.8
"8/15/10 11:00 AM",2.21,65,65,65,57.4,1608,1556,1579,1603,8,8,9,9,13.5,11.3,246.7,53.2,13.9,16.4,5,3,5,5.1,4.8,-0.8
"8/15/10 10:00 AM",2.46,65,65,65,57.54,1605,1647,1659,1639,9,9,10,9,14.3,10.3,246.7,53.2,13.9,16.4,5,3,5.2,5.2,4.8,-0.4
"8/15/10 9:00 AM",2.49,65,65,65,57.7,1565,1525,1551,1576,8,8,9,9,13.4,10.4,246.7,53.2,14,16.2,5.1,3,5.1,5.1,4.7,-0.7
"8/15/10 8:00 AM",2.59,65,65,65,57.87,1561,1595,1550,1578,9,9,9,9,13.6,10.5,246.7,53.2,14,16.2,5.1,3,5.2,5.1,4.8,-1
"8/15/10 7:00 AM",2.63,65,65,65,58.03,1600,1599,1536,1544,9,9,9,9,13.9,10.4,246.7,53.2,14,16.2,5,3,5,5.1,4.7,-1.3
"8/15/10 6:00 AM",2.75,65,65,65,58.2,1560,1577,1542,1565,9,9,9,9,13.7,11,246.7,53.2,14,16.2,5,3,4.9,5.1,4.8,-1
"8/15/10 5:00 AM",2.75,65,65,65,58.36,1611,1589,1612,1593,9,9,10,9,14.6,10.1,177,52,14.2,17.8,4.9,3,4.8,5.1,4.7,-1.7
"8/15/10 4:00 AM",2.74,65,65,65,58.53,1533,1546,1459,1491,8,8,9,9,14.5,10,177,52,14.2,17.8,5.4,3,4.9,5.2,4.8,-2.1
"8/15/10 3:00 AM",2.16,65,65,65,58.7,1638,1556,1501,1451,8,8,9,9,13.7,9.7,177,52,14.2,17.8,4,3,4.9,5,4.7,-1.6
"8/15/10 2:00 AM",2,65,65,65,58.86,1517,1298,1213,1102,8,7,7,6,13.4,7.9,177,52,14.2,17.8,4.9,3,5,5,4.6,-0.3
"8/15/10 1:00 AM",1.94,65,65,65,58.99,1557,1555,1604,1576,9,8,9,9,12,6.6,177,52,13.6,16.3,5.4,3,4.9,5.1,4.8,-3.8
"8/15/10 12:00 AM",1.81,45,45,45,59.12,1582,1611,1583,1510,9,8,9,9,11.2,6.4,177,52,13.6,16.3,5.3,3,4.3,5.1,4.7,-3.9
"8/14/10 11:00 PM",1.87,45,45,45,59.26,1591,1674,1668,1595,8,8,10,9,11.2,8.2,158.6,41.6,13.6,16.3,5.1,3,4.3,5.2,4.8,-4
"8/14/10 10:00 PM",1.78,45,45,45,59.39,1586,1335,1251,1156,8,7,6,6,15.8,6.2,158.6,41.6,13.6,16.3,5.1,3,4.3,5,4.7,-3.2
"8/14/10 9:00 PM",1.75,45,45,45,59.52,1527,1516,1533,1391,8,7,8,8,11.4,5.9,158.6,41.6,14,17,5.1,3,4.2,5.2,4.8,-4
"8/14/10 8:00 PM",1.63,45,45,45,59.65,1397,1316,1324,1249,8,6,7,7,11.3,8,158.6,41.6,14,17,5.3,3,4.2,5.1,4.8,-4
"8/14/10 7:00 PM",1.14,45,45,45,59.79,1198,1154,1222,1172,8,6,6,7,15.7,8.1,158.6,41.6,14,17,5.2,3,4.1,5,4.7,-4.1
"8/14/10 6:00 PM",1.26,45,45,45,59.91,1291,1397,1490,1559,8,7,9,9,13.5,8,158.6,41.6,14,17,5.3,3,4.3,5.3,4.9,-3.1
"8/14/10 5:00 PM",1.17,45,45,45,60,1595,1535,1549,1460,9,8,9,8,13.9,9.9,158.6,41.6,14.4,18.2,4.9,3,4.3,5.2,4.8,-4
"8/14/10 4:00 PM",1.18,45,45,45,60.08,1581,1596,1697,1629,8,8,10,9,16.1,7.3,158.6,41.6,14.4,18.2,5.3,3,4.3,5.3,4.9,-4
"8/14/10 3:00 PM",1.17,45,45,45,60.17,1593,1640,1672,1572,8,8,10,9,12.8,8.4,158.6,41.6,14.4,18.2,5.3,3,4.4,5.3,4.8,-4
"8/14/10 2:00 PM",1.2,45,45,45,60.26,1584,1649,1700,1704,9,9,10,10,13.6,9.2,158.6,41.6,14.4,18.2,5.4,3,4.3,5.2,4.8,-3.9
"8/14/10 1:00 PM",1.12,45,45,45,60.34,1583,1693,1766,1668,9,9,10,9,13.3,7.3,158.6,41.6,14.2,19.3,5.3,3,4.3,5.2,4.8,-4.1
"8/14/10 12:00 PM",1.25,45,45,45,60.43,1582,1644,1663,1690,9,9,10,9,12.2,6.6,158.6,41.6,14.2,19.3,5.3,3,4.3,5.2,4.9,-3.7
"8/14/10 11:00 AM",1.36,45,45,45,60.52,1534,1582,1649,1527,8,8,9,8,11.9,8.4,158.6,41.6,14.2,19.3,5.3,3,4.3,5.3,4.9,-3.9
"8/14/10 10:00 AM",1.35,45,45,45,60.6,1578,1545,1647,1578,8,7,9,9,14.2,7.7,158.6,41.6,14.2,19.3,5.3,3,4.3,5.2,4.8,-4.1
"8/14/10 9:00 AM",1.35,45,45,45,60.69,1615,1558,1552,1574,9,8,8,9,12.9,7.1,158.6,41.6,14.8,18.6,5.2,3,4.3,5.1,4.8,-4
"8/14/10 8:00 AM",1.36,45,45,45,60.77,1577,1496,1650,1601,8,7,10,9,12.5,6.8,158.6,41.6,14.8,18.6,4.9,3,4.3,5.3,4.8,-4
"8/14/10 7:00 AM",1.46,45,45,45,60.86,1583,1620,1639,1629,8,8,9,9,12.3,7.2,158.6,41.6,14.8,18.6,4.8,3,4.4,5.3,4.9,-4
"8/14/10 6:00 AM",1.35,45,45,45,60.95,1591,1534,1606,1540,8,7,9,8,12.4,7.4,158.6,41.6,14.8,18.6,4.8,3,4.3,5.3,4.8,-3.2
"8/14/10 5:00 AM",1.18,45,45,45,61.03,1572,1435,1522,1549,8,7,9,8,13.2,7.8,175.6,40.4,14.3,18.4,4.2,3,4.2,5.2,4.8,-3.8
"8/14/10 4:00 AM",1.42,45,45,45,61.12,1601,1497,1540,1548,9,8,9,9,12.9,8.5,175.6,40.4,14.3,18.4,5.3,3,4.4,5.1,4.7,-3.6
"8/14/10 3:00 AM",1.44,45,45,45,61.21,1627,1523,1620,1613,9,8,9,9,14.5,7.6,175.6,40.4,14.3,18.4,5.2,3,4.3,5.2,4.8,-3.8
"8/14/10 2:00 AM",1.65,45,45,45,61.3,1565,1594,1601,1629,8,8,9,9,12.8,6.8,175.6,40.4,14.3,18.4,4.9,3,4.4,5.2,4.8,-3.6
"8/14/10 1:00 AM",1.7,45,45,45,61.42,1578,1528,1596,1618,8,8,9,8,11.9,6.4,175.6,40.4,14.1,18.2,4.5,3,4.3,5.2,4.9,-3.6
"8/14/10 12:00 AM",1.66,45,45,45,61.54,1614,1531,1550,1548,9,7,8,8,11.1,7.1,175.6,40.4,14.1,18.2,5.2,3,4.4,5.2,4.8,-3.4
"8/13/10 11:00 PM",1.62,45,45,45,61.65,1602,1619,1667,1598,8,8,9,8,12.3,8.4,175.6,40.4,14.1,18.2,4.5,3,4.4,5.2,4.9,-3.5
"8/13/10 10:00 PM",1.71,45,45,45,61.77,1588,1600,1709,1687,8,8,9,9,13.3,7.1,175.6,40.4,14.1,18.2,5.2,3,4.3,5.2,4.8,-2.9
"8/13/10 9:00 PM",1.66,45,45,45,61.89,1550,1571,1624,1634,8,8,8,8,12.2,5.5,175.6,40.4,14.1,18.1,5,3,4.3,5.2,4.8,-3.4
"8/13/10 8:00 PM",1.51,45,45,45,62.01,1586,1425,1587,1593,8,7,9,8,9.8,7.1,175.6,40.4,14.1,18.1,5.2,3,4.2,5.2,4.8,-3.3
"8/13/10 7:00 PM",1.44,45,45,45,62.12,1562,1560,1612,1481,8,8,9,8,12.5,6.6,175.6,40.4,14.1,18.1,5.3,3,4.4,5.3,4.8,-2.6
"8/13/10 6:00 PM",1.4,45,45,45,62.23,1528,1431,1649,1716,8,7,9,9,11.9,7.9,175.6,40.4,14.1,18.1,4.7,3,4.3,5.2,4.9,-2.7
"8/13/10 5:00 PM",1.37,45,45,45,62.33,1613,1645,1761,1716,8,8,10,9,12.7,6.6,198,62,13.5,17.5,5.1,3,4.4,5.1,4.9,-2.6
"8/13/10 4:00 PM",1.3,45,45,45,62.44,1585,1548,1705,1647,8,8,9,8,11.4,6,198,62,13.5,17.5,4.4,3,4.4,5.1,4.9,-2.1
"8/13/10 3:00 PM",1.32,45,45,45,62.54,1614,1555,1550,1396,9,8,8,8,10.6,6.7,198,62,13.5,17.5,5.2,3,4.5,5.1,4.8,-2.5
"8/13/10 2:00 PM",1.28,45,45,45,62.64,1585,1568,1675,1677,8,8,9,9,11.7,6.9,198,62,13.5,17.5,4.5,3,4.3,5,4.9,-2.2
"8/13/10 1:00 PM",1.38,45,45,45,62.74,1590,1600,1514,1431,9,8,8,8,11.9,8.1,198,62,13,16.8,5.3,3,4.3,5.1,4.9,-1.3
